Observations,Predictions,Station_Co,Station_Name
-0.03561783,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-0.03561783,-51.73673,3004650,영동군(호탄리)
-0.03561783,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
1.9657555,-51.73673,3004650,영동군(호탄리)
1.9657555,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
4.9678116,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
3.9671211,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
3.9671211,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
4.9678116,-51.73673,3004650,영동군(호탄리)
4.9678116,-51.73673,3004650,영동군(호탄리)
4.9678116,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
3.9671211,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
4.9678116,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
4.9678116,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
6.969181,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
6.969181,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
6.969181,-51.73673,3004650,영동군(호탄리)
7.9698677,-51.73673,3004650,영동군(호탄리)
7.9698677,-51.73673,3004650,영동군(호탄리)
7.9698677,-51.73673,3004650,영동군(호탄리)
7.9698677,-51.73673,3004650,영동군(호탄리)
8.970554,-51.73673,3004650,영동군(호탄리)
8.970554,-51.73673,3004650,영동군(호탄리)
8.970554,-51.73673,3004650,영동군(호탄리)
9.971237,-51.73673,3004650,영동군(호탄리)
9.971237,-51.73673,3004650,영동군(호탄리)
9.971237,-51.73673,3004650,영동군(호탄리)
8.970554,-51.73673,3004650,영동군(호탄리)
8.970554,-51.73673,3004650,영동군(호탄리)
7.9698677,-51.73673,3004650,영동군(호탄리)
6.969181,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
4.9678116,-51.73673,3004650,영동군(호탄리)
3.9671211,-51.73673,3004650,영동군(호탄리)
2.9664383,-51.73673,3004650,영동군(호탄리)
1.9657555,-51.73673,3004650,영동군(호탄리)
-0.03561783,-51.73673,3004650,영동군(호탄리)
-0.03561783,-51.73673,3004650,영동군(호탄리)
-0.03561783,-51.73673,3004650,영동군(호탄리)
-0.03561783,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-0.03561783,-51.73673,3004650,영동군(호탄리)
-0.03561783,-51.73673,3004650,영동군(호탄리)
-0.03561783,-51.73673,3004650,영동군(호탄리)
-0.03561783,-51.73673,3004650,영동군(호탄리)
0.965065,-51.73673,3004650,영동군(호탄리)
0.965065,-51.73673,3004650,영동군(호탄리)
3.9671211,-51.73673,3004650,영동군(호탄리)
7.9698677,-51.73673,3004650,영동군(호탄리)
6.969181,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
4.9678116,-51.73673,3004650,영동군(호탄리)
3.9671211,-51.73673,3004650,영동군(호탄리)
8.970554,-51.73673,3004650,영동군(호탄리)
29.98495,-51.73673,3004650,영동군(호탄리)
22.980152,-51.73673,3004650,영동군(호탄리)
16.976036,-51.73673,3004650,영동군(호탄리)
11.97261,-51.73673,3004650,영동군(호탄리)
9.971237,-51.73673,3004650,영동군(호탄리)
8.970554,-51.73673,3004650,영동군(호탄리)
6.969181,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
4.9678116,-51.73673,3004650,영동군(호탄리)
4.9678116,-51.73673,3004650,영동군(호탄리)
3.9671211,-51.73673,3004650,영동군(호탄리)
2.9664383,-51.73673,3004650,영동군(호탄리)
2.9664383,-51.73673,3004650,영동군(호탄리)
2.9664383,-51.73673,3004650,영동군(호탄리)
1.9657555,-51.73673,3004650,영동군(호탄리)
1.9657555,-51.73673,3004650,영동군(호탄리)
1.9657555,-51.73673,3004650,영동군(호탄리)
1.9657555,-51.73673,3004650,영동군(호탄리)
6.969181,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
7.9698677,-51.73673,3004650,영동군(호탄리)
5.9684944,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
-1.0363007,-51.73673,3004650,영동군(호탄리)
